token	freq	docs
rest	89	67068,67385,67387,67388,67389,67390,67553,67554,67555,67557,67795,67938,68273,68274,68383,68391,68638,68643,68887,69182,69184,69535,69540,69811,69813,69821,70163,70167,70425,70914,70915,70920,70921,71612,71614,71835,72113,72114,72115,72397,72629,72630,72634,72636,72933,73182,73185,73187,73431,73433,73436,73683,74167,74168,74173,74450,74746,74747,75069,75789,75791,75793,75794,76209,76210,76213,76508
compos	89	67068,67383,67385,67390,67554,67555,67800,67802,67939,68273,68280,68390,68646,68881,68882,69179,69818,70163,70424,70425,70914,70919,70921,71360,71363,71618,71619,71620,71839,71843,72114,72116,72118,72119,72397,72634,72635,73184,73689,73877,73880,74168,74454,74750,75064,75066,75070,75458,75790,75793,75794,76206,76210,76212,76213,76507,76510,76511
organis	88	67071,67392,67553,67798,67802,67804,67939,67940,67941,67944,67945,67946,68384,68638,68882,68889,69186,69535,69541,69543,70162,70166,70170,70423,70746,70751,70921,70923,71357,71363,71619,72114,72120,72121,72122,72393,72396,72399,72400,72629,72637,72935,72938,72939,73182,73185,73430,73437,73689,73691,73880,73883,73884,74170,74172,74174,74175,74449,74456,74457,74746,74748,75066,75071,75457,75464,75466,75788,76206,76514,76515,76516
dispos	88	67383,67386,67554,67794,67798,67801,67937,67939,67941,68281,68640,68643,68881,68888,69177,69178,69179,69186,69534,69542,69812,69813,69816,69817,69819,69821,70161,70162,70165,70420,70421,70425,70914,70916,70923,71358,71359,71612,71614,71836,72113,72114,72116,72392,72629,72631,73182,73431,73432,73434,73683,73689,73875,73876,73877,73878,74449,74450,74452,74455,74744,74747,74749,75063,75070,75461,75462,75788,75789,75792,76212,76213,76507,76508,76511
mission	88	67795,67939,67940,67942,68393,68645,68881,68883,68884,68885,69177,69179,69534,69811,70163,70170,70422,70424,70923,71359,71362,72113,72393,72394,72629,73430,73434,73688,73880,74170,74172,74450,74746,75064,75789,76207,76211
apres	88	67555,67798,67801,67937,67939,68274,68281,68383,68387,68390,68641,68646,68881,68887,68888,69178,69185,69540,69811,69815,70161,70166,70422,70744,70915,70921,71358,71359,71612,71614,71835,71836,71837,71841,71842,72114,72392,72394,72396,72629,72630,72632,72633,72932,73185,73430,73434,73435,73437,73683,74171,74173,74175,74449,74454,74455,74752,75063,75071,75459,75461,75462,75790,76206,76213,76509
avoir	88	67383,67387,67553,67798,67799,67937,68274,68383,68387,68641,68645,69183,69540,69811,69818,69821,70161,70166,70422,70743,70744,70749,70915,70916,70917,70923,71359,71612,71614,71836,72114,72115,72394,72395,72629,72633,72636,72932,73183,73185,73430,73432,73434,73435,73437,73683,73879,74171,74449,74450,74451,74454,74455,74457,74745,74747,75064,75069,75459,75461,75462,75789,75792,76206,76207,76213,76507,76509,76510,76511
soit	88	67387,67388,67389,67555,67558,67795,67798,67801,67937,67939,68638,68640,68883,69536,69543,69811,69813,69817,69821,70166,70420,70421,70424,70425,70921,71358,71359,71362,71621,71837,71840,71842,72119,72122,72395,72397,72399,72629,72932,72934,73189,73190,73684,73686,73878,73884,74450,74453,74744,74749,74751,74752,75066,75457,75458,75789,75795,75797,76208,76210,76511
exist	88	67386,67387,67388,67555,67795,67937,67939,68273,68383,68390,68391,68642,68885,68887,69183,69813,69815,70161,70162,70425,70745,70749,70921,71358,71359,71362,71614,71615,71618,71620,71835,71842,72114,72115,72117,72118,72631,72932,72934,72935,73184,73185,73685,73687,73878,73883,74168,74172,74173,74449,74450,74453,74455,74457,75065,75067,75068,75457,75458,75462,75788,75792,75794,76210,76213,76509
plant	87	67071,67387,67794,67800,68279,68387,68389,68643,68645,69182,69817,70420,71618,71837,72630,73433,73684,74457,75458,76213,76511,76516
nécessair	87	67071,67383,67387,67794,67795,67797,67798,67800,67938,68279,68388,68391,68638,68642,68643,68882,68883,69540,69816,69818,70161,70162,70420,70424,70744,70749,70914,70923,71363,71614,71837,72116,72392,72394,72630,72634,73182,73185,73186,73187,73432,73683,73684,73685,73877,74167,74168,74450,74453,74454,74744,74745,74749,75063,75064,75065,75067,75069,75457,75458,75459,75463,75788,75792,76209,76213,76508,76511
exempl	87	67068,67383,67385,67386,67387,67554,67558,67794,67795,67798,68273,68275,68387,68639,68643,68881,68886,69177,69181,69535,69537,69811,69815,69816,69817,70165,70166,70420,70421,70745,70751,70753,70915,70919,70921,71357,71359,71614,71621,71836,72115,72116,72392,72393,72629,72630,72632,72636,72932,72933,73185,73430,73431,73685,73876,73877,74167,74170,74449,74450,74452,74744,74745,74752,75462,75788,75790,75792,76511
écol	87	67068,67555,67795,68276,68883,69185,69536,69541,70161,70168,70422,70743,70923,71358,71614,71841,72114,72394,73185,73430,73437,74170,74450,74751,75071,76211,76513
édit	86	67068,67945,67946,68387,68889,69541,69542,69543,70164,70167,70168,70169,70170,70752,71612,71620,71621,71835,72116,72122,72393,72396,72400,72633,72932,72933,72937,72939,73190,73431,73435,73438,73689,73691,73881,73884,74175,74176,74456,74746,74748,74752,75066,75458,75459,75462,75464,75465,75466,75795,75796,75797,76209,76212,76509,76511
mati	86	67071,68273,68274,68279,68280,68385,68392,68638,68639,68645,68881,68882,68885,68886,69183,69534,69536,69817,69821,70161,70420,70424,70746,70915,70920,71357,71358,71612,71621,71836,72113,72114,72118,72397,72632,72634,72637,73188,73432,73434,73685,73688,73877,74167,74449,74450,74750,75066,75458,75460,75790,75792,75794,75797,76206,76208,76209,76507,76516
analys	86	67387,67388,67555,67795,67797,68275,68277,68391,68392,68644,68645,68881,68885,68886,69182,69533,70163,70420,70749,70919,70920,71359,71618,71620,71845,72113,72118,72635,72637,73185,73189,73432,73683,73685,73877,73879,74168,74171,74173,74452,74455,75067,75788,75793,76206,76207,76208,76516
fili	86	67388,67554,67938,67942,68273,68275,68882,68885,69818,70161,70745,70914,71357,71358,71363,71619,71837,71845,72113,72392,72637,73433,73434,73687,73689,73690,73884,74169,74174,74450,74457,74746,74748,75064,75065,75067,75071,75457,75460,75464,75466,75789,75797,76512
sant	86	67798,67801,67940,68274,68384,68387,68645,68882,69183,69534,69535,69813,69815,70162,70422,70429,70745,70746,71366,71612,71618,71841,72116,72118,72393,72396,72401,72935,73184,73188,73432,73689,73691,73878,74455,74746,74748,74749,74752,75067,75071,75458,75459,75461,75462,75465,75466,75796,76209,76507,76509,76511
commenc	86	67068,67553,67938,67940,68274,68279,68383,68389,68643,68644,69177,69178,69533,69536,69812,69813,69817,70161,70166,70420,70421,70422,70749,70916,71359,71612,71614,71616,71835,71837,72118,72121,72394,72396,72630,72631,72634,72932,72933,73185,73430,73434,73683,73684,73685,73875,73878,73879,74168,74169,74455,74749,74752,75458,75459,75790,75792,75793,76213,76511
4	85	67387,67388,67553,67555,67557,67795,67803,67939,67940,67941,68273,68277,68278,68279,68388,68643,68646,68882,68885,69177,69178,69534,69535,69543,69812,69813,70163,70164,70165,70166,70169,70170,70749,70914,71362,71615,71620,71836,72115,72117,72393,72395,72396,72397,72399,72629,72932,72935,72939,73184,73185,73431,73434,73436,73884,74168,74170,74174,74449,74450,74451,74748,75067,75458,75460,75461,75789,75796,76209,76512
consomm	85	67386,67554,67555,67557,67794,68387,68642,68882,68884,69179,69534,69535,69814,69818,70428,71357,71366,71615,71617,72393,72637,73188,74169,74449,74455,74457,74744,74745,75069,75460,75792,75793,75795,76206,76209,76507,76509,76511,76512,76514
test	85	67386,67554,67797,67798,67801,67802,67940,68387,68638,68643,68646,68883,68884,69179,69534,69815,70163,70421,70425,70743,70744,70916,70923,71359,71618,71836,72395,72397,72634,73182,73184,73186,73684,73685,73686,73876,74168,74169,74171,74451,74751,75064,75792,75793,75797,76207,76508,76511
nombreux	85	67387,67553,67558,67795,67799,67800,67802,67939,67943,67945,68274,68275,68279,68280,68383,68390,68392,68638,68641,68644,68645,68883,69177,69533,69539,69811,69812,69815,70169,70423,70424,70429,70914,70917,71360,71835,71843,72113,72116,72392,72393,72398,72401,72629,72940,73185,73436,73684,73685,73877,73878,74170,74449,74451,74455,74457,74746,74749,74751,75063,75064,75066,75069,75458,75792,75794,76208,76210,76507,76511
ce	84	67071,67554,67558,67800,67943,68385,68638,68640,68645,68884,69178,69533,69816,70162,70163,70421,70424,70914,70915,71839,72114,72115,72392,72629,73183,73186,73879,74168,74451,74744,74745,75064,75070,75463,75789,75792,75795,76207,76510,76516
partenariat	84	67561,67795,67944,67945,68276,68278,68384,68392,68393,68639,68642,68883,68888,69536,69813,69815,70161,70166,70420,70421,70422,70745,70748,70751,70753,70920,70921,71357,71358,71360,71363,71612,71621,72121,72122,72396,72398,72630,72938,73185,73430,73434,73684,73689,73691,73876,74170,74172,74174,74455,74744,74748,75068,75464,75465,75793,76515
économ	84	67068,67071,67383,67391,67554,67557,67795,67803,68283,68383,68642,68645,68882,68885,69533,69535,69816,70161,70164,70751,70753,70916,70920,71357,72113,72392,72396,72398,72637,72933,72938,72939,72940,73183,73185,73188,73430,73432,73684,73690,73877,73882,73884,74176,74449,74450,74456,74746,74749,75063,75460,75792,75793,75795,75796,76207,76208,76213,76507
malad	84	67556,67798,67802,67937,68277,68387,68641,68645,68646,69534,69813,69815,70914,70919,71360,72116,73184,73187,73189,73431,73432,73686,73877,73878,74171,74173,74453,75063,75459,76511,76515
durabl	83	67071,67561,67803,68279,68639,68882,69181,69185,69538,69812,70164,70166,70169,70420,70745,70752,70920,71366,71617,71621,71842,72398,72637,73185,73877,74172,74175,74456,75458,75463,76213,76511,76513,76514
uniqu	83	67068,67553,67795,67798,67799,67937,67941,67944,68279,68638,68643,68881,68884,68886,69178,69182,69185,69534,69815,69817,69818,69819,70162,70167,70420,70421,70423,70915,70916,70919,70921,71361,71616,71617,71619,71842,72113,72114,72122,72394,72397,72629,72631,72634,72932,72939,73183,73432,73438,73683,73685,73687,73876,73879,74168,74169,74453,74455,75070,75457,75788,75790,75793,75797,76206,76208,76513
lor	83	67383,67388,67553,67797,67937,67939,67944,68638,68643,68881,68882,68883,68884,68887,69177,69184,69533,69534,69811,70163,70168,70743,70746,70749,70916,70921,71360,71617,71619,71840,71841,72120,72396,72400,72632,72932,72933,72934,72935,72937,73182,73431,73432,73683,73684,73686,73687,73688,73691,73880,74172,74452,74456,74744,75064,75459,75462,75788,75789,75793,76209,76509,76511,76513
particip	82	67383,67391,67556,67795,67942,67944,68383,68386,68387,68388,68392,68638,68885,69178,69534,69536,69541,69542,69543,69812,69820,70161,70169,70422,70749,70914,70921,71362,71363,71614,71619,71620,71835,72122,72398,72399,72630,72634,72937,73185,73190,73430,73431,73438,73683,73685,73686,73687,73689,73691,73875,73877,73882,73884,74167,74453,74747,74749,74751,75065,75464,75466,75795,75796,76207,76510
lui	82	67068,67383,67388,67389,67558,67798,67802,67937,67939,67941,68274,68279,68281,68883,69177,69811,69812,69815,69818,70421,70422,70746,70914,71358,71359,71360,71612,71614,71835,72115,72392,72394,72395,72629,72630,72631,72632,72636,72932,72935,72936,73182,73434,73683,73684,73875,73878,74167,74168,74172,74454,74455,74749,74752,75068,75461,76509
occas	81	67068,67388,67555,67561,67801,67804,67939,67941,67945,67946,68283,68638,68888,69177,69186,69542,69811,69817,70161,70162,70164,70165,70168,70170,70428,70749,70751,70752,70916,70917,70921,71357,71612,71837,71845,72113,72120,72122,72393,72396,72399,72400,72933,72936,72938,72939,73183,73190,73432,73683,73685,73875,73877,73882,73883,74456,74746,74748,74752,75064,75069,75457,75458,75459,75462,75464,75465,76514
avant	81	67385,67388,67389,67555,67794,67797,67937,67942,68273,68276,68389,68881,68885,68888,69177,69179,69183,69539,69541,69821,70422,70745,70917,70923,71359,71621,71835,71836,71841,71842,72118,72392,72396,72629,72634,72636,72932,73182,73430,73431,73432,73434,73683,73684,73685,73877,74167,74168,74170,74175,74450,74749,74751,75064,75065,75071,75459,75795,76206,76213,76507,76509
devr	81	67071,67387,67388,67391,67801,67939,67941,68279,68391,68638,68881,68884,68886,69177,69181,69533,69538,69812,69813,69817,70161,70421,70747,70916,70920,71359,71362,71612,71614,71840,71842,72114,72392,72394,72396,72634,72933,73188,73431,73432,73683,73684,73688,73689,73880,74167,74169,74453,74744,74745,75063,75068,75069,75458,75463,75464,75792,75793,75794,75795,76208,76210,76211,76213
disposit	81	67553,67554,67798,67940,68274,68277,68281,68646,68881,69181,69536,69537,69540,69811,69814,69817,70162,70420,70425,70744,70753,70914,70921,71359,71616,71618,71836,72119,72395,72397,72635,73186,73430,73435,73876,74171,74452,74454,74746,74750,75064,75070,75792,76210,76508,76510
cellul	81	67389,67556,67801,67802,68277,68387,68388,68642,68887,69184,69539,69541,70162,70167,70423,70746,70747,70919,70922,72114,72116,72117,72636,72935,73432,73436,74173,74451,74453,75065,75067,75789,76511
associ	80	67555,67557,67795,67803,67944,68275,68277,68280,68383,68386,68390,68644,68885,68887,69184,69541,69814,70163,70168,70169,70420,70744,70749,70914,71358,71359,71360,71618,71840,71842,72113,72114,72393,72629,72630,72932,73185,73190,73431,73434,73683,73690,73875,73876,73877,73879,74167,74449,74450,74452,74453,74456,74752,75063,75064,75071,75793,76208,76209,76509,76513,76515,76516
actuel	80	67557,67794,67795,67942,67943,68273,68279,68383,68642,68643,68646,68881,68882,68883,68884,69183,69186,69539,69543,69814,69819,70167,70425,70743,70751,70920,71360,71366,71614,71621,71838,72113,72115,72117,72119,72397,72399,72631,72635,72636,72935,73182,73187,73431,73432,73436,73683,73684,73690,73875,73879,73880,74167,74168,74169,74173,74174,74450,74454,74455,75065,75457,75789,75792,76511
idé	80	67068,67383,67553,67554,67801,68274,68638,68642,68644,68881,69537,69821,70421,70423,70424,70744,70921,71363,71614,71621,71842,72113,72115,72395,72634,72932,72933,72939,73184,73185,73430,73431,73683,73685,73876,73877,74167,74169,74172,74174,74455,74750,74752,75063,75065,75068,75458,75459,75461,75792,75793,76206,76508
mondial	80	67071,67383,67391,67557,67795,67796,67798,67937,67939,67941,67943,68383,68638,68881,69178,69179,69181,69533,69535,69538,69811,69812,69814,69815,69820,70164,70170,70426,70743,70914,70917,71359,71360,71363,71614,71619,71840,72117,72393,72633,72933,72934,72935,72938,72939,73186,73435,73877,74453,74454,74744,74745,74746,75064,75068,75465,75466,76207,76211,76515
model	80	67385,67387,67390,67798,67938,67939,68277,68279,68388,68645,68882,68888,69182,69184,69533,69535,69816,70161,70421,70425,70426,70745,70916,70922,71618,71837,72114,72116,72635,72936,73184,73185,73431,73875,73877,73881,74456,74751,75064,75065,75457,75463,76211,76213,76507
jour	79	67553,67555,67794,67798,67939,68273,68638,68885,68889,69179,69183,69811,69813,69817,70166,70168,70169,70422,70429,70749,70916,70920,71358,71359,71360,71363,71614,71621,71842,72115,72395,72630,72634,72636,72932,72934,72936,72937,73182,73183,73187,73189,73190,73433,73691,73875,73877,73878,73881,73882,74167,74168,74173,74175,74450,74451,74748,75795,76508,76509,76510,76511
million	79	67387,67557,67799,67802,68275,68277,68279,68638,69181,69534,69538,69812,69813,69815,70164,70424,70747,70914,70916,71359,71360,71361,71616,71837,72114,72115,72118,72631,72633,72934,72935,73183,73431,73432,73684,73686,73875,73878,74169,74450,74451,74746,74749,75065,75461,75466,75795,76507,76508,76510
agit	79	67385,67386,67388,67553,67554,67555,67795,67796,67798,67941,67944,68274,68278,68279,68388,68639,68643,68646,68881,69178,69185,69186,69534,69536,69811,69813,70161,70423,70743,70745,70747,70921,71362,71614,71835,71837,71840,71845,72115,72392,72629,73183,73184,73436,73881,74168,74450,74454,74749,74752,75064,75067,75457,75458,75459,75789,75790,75793,76210
integr	79	67553,67554,67797,67802,67939,67945,68882,68884,68888,68889,69181,69533,69535,69813,69814,69818,70161,70162,70163,70167,70422,70423,71358,71359,71614,71836,71837,72392,72632,72932,72936,73183,73430,73432,73434,73685,73687,73876,73879,74168,74174,74175,74450,74747,74751,75064,75069,75071,75457,75458,75789,75796,76206,76211,76508,76509,76513
qualit	79	67071,67388,67554,67794,67798,67800,67937,67945,68273,68279,68283,68643,68645,68881,68883,68885,69183,69534,69541,69816,69819,70161,70422,70745,70917,71361,71835,72115,72116,72394,72399,72634,72938,73182,73185,73430,73684,73685,73877,74169,74450,74749,75069,75458,75793,75794,76206,76207,76209,76511,76514
vont	79	67387,67554,67794,67795,67800,67802,67937,67939,68273,68638,68643,68646,68882,69533,69539,69812,69813,69817,70168,70420,70424,70425,70745,70748,70749,70916,70923,71357,71358,71359,71362,71842,72116,72392,72397,72933,72935,72938,73182,73183,73683,73876,74167,74170,74744,74745,74749,75064,75065,75069,75070,75458,75461,75462,75788,75792,75793,76206,76213,76511
alimentair	79	67555,67557,67794,67798,68387,68388,68882,68885,69534,69538,70166,70428,70745,70746,70749,71366,72116,72393,72394,72630,72631,72632,72634,73432,73685,74449,74750,75069,75790,75793,76209,76213,76511,76514
fort	79	67389,67796,67938,67939,67945,68283,68638,68882,68885,68888,69177,69181,69182,69186,69535,69537,69811,69813,69816,69821,70163,70167,70421,70743,70752,70914,70915,70916,70921,71357,71358,71614,71617,72121,72400,72630,72933,72934,72936,72937,73184,73185,73430,73438,73683,73685,73691,74176,74451,74457,74750,74752,75067,75458,75461,75463,75466,75788,75795,76208,76209,76213,76508,76511,76515
celui-c	78	67389,67798,67941,68273,68274,68283,68383,68640,68645,68881,68882,68884,69177,69178,69538,69540,69811,69821,70162,70163,70165,70166,70421,70425,70753,70914,71361,71614,71615,71621,71835,72117,72118,72397,72629,72630,72631,72634,73182,73184,73430,73683,73684,73685,73687,73876,73877,74167,74455,74744,74745,74746,74749,74750,74752,75065,75070,75458,75459,75792,76207,76213,76507,76508,76511
